Domain,Area,Element,Item,Year,Unit,Value
"Crops","Honduras","Yield","Rice, paddy","1964","hg/ha","12139"
"Crops","Honduras","Yield","Rice, paddy","1965","hg/ha","11810"
"Crops","Honduras","Yield","Rice, paddy","1966","hg/ha","12064"
"Crops","Honduras","Yield","Rice, paddy","1967","hg/ha","12324"
"Crops","Honduras","Yield","Rice, paddy","1968","hg/ha","12554"
"Crops","Honduras","Yield","Rice, paddy","1969","hg/ha","12790"
"Crops","Honduras","Yield","Rice, paddy","1970","hg/ha","13030"
"Crops","Honduras","Yield","Rice, paddy","1971","hg/ha","13274"
"Crops","Honduras","Yield","Rice, paddy","1972","hg/ha","13522"
"Crops","Honduras","Yield","Rice, paddy","1973","hg/ha","14697"
"Crops","Honduras","Yield","Rice, paddy","1974","hg/ha","14973"
"Crops","Honduras","Yield","Rice, paddy","1975","hg/ha","16714"
"Crops","Honduras","Yield","Rice, paddy","1976","hg/ha","15290"
"Crops","Honduras","Yield","Rice, paddy","1977","hg/ha","11993"
"Crops","Honduras","Yield","Rice, paddy","1978","hg/ha","17411"
"Crops","Honduras","Yield","Rice, paddy","1979","hg/ha","16558"
"Crops","Honduras","Yield","Rice, paddy","1980","hg/ha","18226"
"Crops","Honduras","Yield","Rice, paddy","1981","hg/ha","17275"
"Crops","Honduras","Yield","Rice, paddy","1982","hg/ha","14564"
"Crops","Honduras","Yield","Rice, paddy","1983","hg/ha","21255"
"Crops","Honduras","Yield","Rice, paddy","1984","hg/ha","27225"
"Crops","Honduras","Yield","Rice, paddy","1985","hg/ha","25983"
"Crops","Honduras","Yield","Rice, paddy","1986","hg/ha","24971"
"Crops","Honduras","Yield","Rice, paddy","1987","hg/ha","28557"
"Crops","Honduras","Yield","Rice, paddy","1988","hg/ha","23595"
"Crops","Honduras","Yield","Rice, paddy","1989","hg/ha","27542"
"Crops","Honduras","Yield","Rice, paddy","1990","hg/ha","25026"
"Crops","Honduras","Yield","Rice, paddy","1991","hg/ha","25924"
"Crops","Honduras","Yield","Rice, paddy","1992","hg/ha","26931"
"Crops","Honduras","Yield","Rice, paddy","1993","hg/ha","26536"
"Crops","Honduras","Yield","Rice, paddy","1994","hg/ha","24906"
"Crops","Honduras","Yield","Rice, paddy","1995","hg/ha","26103"
"Crops","Honduras","Yield","Rice, paddy","1996","hg/ha","26768"
"Crops","Honduras","Yield","Rice, paddy","1997","hg/ha","31028"
"Crops","Honduras","Yield","Rice, paddy","1998","hg/ha","25468"
"Crops","Honduras","Yield","Rice, paddy","1999","hg/ha","21850"
"Crops","Honduras","Yield","Rice, paddy","2000","hg/ha","22923"
"Crops","Honduras","Yield","Rice, paddy","2001","hg/ha","34989"
"Crops","Honduras","Yield","Rice, paddy","2002","hg/ha","23573"
"Crops","Honduras","Yield","Rice, paddy","2003","hg/ha","35379"
"Crops","Honduras","Yield","Rice, paddy","2004","hg/ha","41050"
"Crops","Honduras","Yield","Rice, paddy","2005","hg/ha","37417"
"Crops","Honduras","Yield","Rice, paddy","2006","hg/ha","49229"
"Crops","Honduras","Yield","Rice, paddy","2007","hg/ha","50483"
"Crops","Honduras","Yield","Rice, paddy","2008","hg/ha","51911"
"Crops","Honduras","Yield","Rice, paddy","2009","hg/ha","49376"
"Crops","Honduras","Yield","Rice, paddy","2010","hg/ha","57287"
"Crops","Honduras","Yield","Rice, paddy","2011","hg/ha","57761"
"Crops","Honduras","Yield","Rice, paddy","2012","hg/ha","59734"
"Crops","Honduras","Yield","Rice, paddy","2013","hg/ha","61500"
"Crops","Honduras","Yield","Rice, paddy","2014","hg/ha","34201"
"Crops","Honduras","Yield","Rice, paddy","2015","hg/ha","37336"
"Crops","Honduras","Yield","Rice, paddy","2016","hg/ha","35809"
"Crops","Honduras","Yield","Rice, paddy","2017","hg/ha","38180"
"Crops","Honduras","Yield","Rice, paddy","2018","hg/ha","38989"
"Crops","Honduras","Yield","Rice, paddy","2019","hg/ha","37581"
"Crops","Honduras","Yield","Sorghum","1961","hg/ha","11606"
"Crops","Honduras","Yield","Sorghum","1962","hg/ha","11957"
"Crops","Honduras","Yield","Sorghum","1963","hg/ha","12135"
"Crops","Honduras","Yield","Sorghum","1964","hg/ha","12653"
"Crops","Honduras","Yield","Sorghum","1965","hg/ha","13006"
"Crops","Honduras","Yield","Sorghum","1966","hg/ha","13357"
"Crops","Honduras","Yield","Sorghum","1967","hg/ha","13193"
"Crops","Honduras","Yield","Sorghum","1968","hg/ha","13026"
"Crops","Honduras","Yield","Sorghum","1969","hg/ha","12874"
"Crops","Honduras","Yield","Sorghum","1970","hg/ha","12736"
"Crops","Honduras","Yield","Sorghum","1971","hg/ha","12610"
"Crops","Honduras","Yield","Sorghum","1972","hg/ha","12494"
"Crops","Honduras","Yield","Sorghum","1973","hg/ha","7694"
"Crops","Honduras","Yield","Sorghum","1974","hg/ha","12289"
"Crops","Honduras","Yield","Sorghum","1975","hg/ha","9400"
"Crops","Honduras","Yield","Sorghum","1976","hg/ha","7208"
"Crops","Honduras","Yield","Sorghum","1977","hg/ha","7500"
"Crops","Honduras","Yield","Sorghum","1978","hg/ha","7184"
"Crops","Honduras","Yield","Sorghum","1979","hg/ha","6046"
"Crops","Honduras","Yield","Sorghum","1980","hg/ha","8417"
"Crops","Honduras","Yield","Sorghum","1981","hg/ha","9934"
"Crops","Honduras","Yield","Sorghum","1982","hg/ha","9649"
"Crops","Honduras","Yield","Sorghum","1983","hg/ha","9111"
"Crops","Honduras","Yield","Sorghum","1984","hg/ha","8782"
"Crops","Honduras","Yield","Sorghum","1985","hg/ha","7660"
"Crops","Honduras","Yield","Sorghum","1986","hg/ha","7496"
"Crops","Honduras","Yield","Sorghum","1987","hg/ha","11452"
"Crops","Honduras","Yield","Sorghum","1988","hg/ha","8950"
"Crops","Honduras","Yield","Sorghum","1989","hg/ha","9450"
"Crops","Honduras","Yield","Sorghum","1990","hg/ha","10182"
"Crops","Honduras","Yield","Sorghum","1991","hg/ha","9586"
"Crops","Honduras","Yield","Sorghum","1992","hg/ha","12883"
"Crops","Honduras","Yield","Sorghum","1993","hg/ha","9183"
"Crops","Honduras","Yield","Sorghum","1994","hg/ha","6953"
"Crops","Honduras","Yield","Sorghum","1995","hg/ha","8281"
"Crops","Honduras","Yield","Sorghum","1996","hg/ha","11612"
"Crops","Honduras","Yield","Sorghum","1997","hg/ha","13079"
"Crops","Honduras","Yield","Sorghum","1998","hg/ha","10970"
"Crops","Honduras","Yield","Sorghum","1999","hg/ha","8597"
"Crops","Honduras","Yield","Sorghum","2000","hg/ha","9708"
"Crops","Honduras","Yield","Sorghum","2001","hg/ha","11104"
"Crops","Honduras","Yield","Sorghum","2002","hg/ha","11508"
"Crops","Honduras","Yield","Sorghum","2003","hg/ha","11198"
"Crops","Honduras","Yield","Sorghum","2004","hg/ha","11509"
"Crops","Honduras","Yield","Sorghum","2005","hg/ha","11492"
"Crops","Honduras","Yield","Sorghum","2006","hg/ha","11500"
"Crops","Honduras","Yield","Sorghum","2007","hg/ha","11496"
"Crops","Honduras","Yield","Sorghum","2008","hg/ha","11500"
"Crops","Honduras","Yield","Sorghum","2009","hg/ha","11492"
"Crops","Honduras","Yield","Sorghum","2010","hg/ha","10442"
"Crops","Honduras","Yield","Sorghum","2011","hg/ha","12477"
"Crops","Honduras","Yield","Sorghum","2012","hg/ha","12333"
"Crops","Honduras","Yield","Sorghum","2013","hg/ha","12042"
"Crops","Honduras","Yield","Sorghum","2014","hg/ha","10390"
"Crops","Honduras","Yield","Sorghum","2015","hg/ha","10389"
"Crops","Honduras","Yield","Sorghum","2016","hg/ha","9740"
"Crops","Honduras","Yield","Sorghum","2017","hg/ha","10749"
"Crops","Honduras","Yield","Sorghum","2018","hg/ha","11106"
"Crops","Honduras","Yield","Sorghum","2019","hg/ha","10983"
"Crops","Honduras","Yield","Soybeans","1993","hg/ha","19227"
"Crops","Honduras","Yield","Soybeans","1994","hg/ha","19764"
"Crops","Honduras","Yield","Soybeans","1995","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","1996","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","1997","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","1998","hg/ha","21429"
"Crops","Honduras","Yield","Soybeans","1999","hg/ha","21429"
"Crops","Honduras","Yield","Soybeans","2000","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","2001","hg/ha","18750"
"Crops","Honduras","Yield","Soybeans","2002","hg/ha","19516"
"Crops","Honduras","Yield","Soybeans","2003","hg/ha","17930"
"Crops","Honduras","Yield","Soybeans","2004","hg/ha","20787"
"Crops","Honduras","Yield","Soybeans","2005","hg/ha","21122"
"Crops","Honduras","Yield","Soybeans","2006","hg/ha","21333"
"Crops","Honduras","Yield","Soybeans","2007","hg/ha","20706"
"Crops","Honduras","Yield","Soybeans","2008","hg/ha","20626"
"Crops","Honduras","Yield","Soybeans","2009","hg/ha","20732"
"Crops","Honduras","Yield","Soybeans","2010","hg/ha","20820"
"Crops","Honduras","Yield","Soybeans","2011","hg/ha","20888"
"Crops","Honduras","Yield","Soybeans","2012","hg/ha","20957"
"Crops","Honduras","Yield","Soybeans","2013","hg/ha","21026"
"Crops","Honduras","Yield","Soybeans","2014","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","2015","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","2016","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","2017","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","2018","hg/ha","20000"
"Crops","Honduras","Yield","Soybeans","2019","hg/ha","20294"
"Crops","Honduras","Yield","Sweet potatoes","1961","hg/ha","22120"
"Crops","Honduras","Yield","Sweet potatoes","1962","hg/ha","22941"
"Crops","Honduras","Yield","Sweet potatoes","1963","hg/ha","23791"
"Crops","Honduras","Yield","Sweet potatoes","1964","hg/ha","24543"
"Crops","Honduras","Yield","Sweet potatoes","1965","hg/ha","25401"
"Crops","Honduras","Yield","Sweet potatoes","1966","hg/ha","26246"
"Crops","Honduras","Yield","Sweet potatoes","1967","hg/ha","26220"
"Crops","Honduras","Yield","Sweet potatoes","1968","hg/ha","26224"
"Crops","Honduras","Yield","Sweet potatoes","1969","hg/ha","26182"
"Crops","Honduras","Yield","Sweet potatoes","1970","hg/ha","26171"
"Crops","Honduras","Yield","Sweet potatoes","1971","hg/ha","26486"
"Crops","Honduras","Yield","Sweet potatoes","1972","hg/ha","26904"
"Crops","Honduras","Yield","Sweet potatoes","1973","hg/ha","30435"
"Crops","Honduras","Yield","Sweet potatoes","1974","hg/ha","33333"
"Crops","Honduras","Yield","Sweet potatoes","1975","hg/ha","35484"
"Crops","Honduras","Yield","Sweet potatoes","1976","hg/ha","35294"
"Crops","Honduras","Yield","Sweet potatoes","1977","hg/ha","36111"
"Crops","Honduras","Yield","Sweet potatoes","1978","hg/ha","37838"
"Crops","Honduras","Yield","Sweet potatoes","1979","hg/ha","37500"
"Crops","Honduras","Yield","Sweet potatoes","1980","hg/ha","30000"
"Crops","Honduras","Yield","Sweet potatoes","1981","hg/ha","37500"
"Crops","Honduras","Yield","Sweet potatoes","1982","hg/ha","35600"
"Crops","Honduras","Yield","Sweet potatoes","1983","hg/ha","33333"
"Crops","Honduras","Yield","Sweet potatoes","1984","hg/ha","34783"
"Crops","Honduras","Yield","Sweet potatoes","1985","hg/ha","34021"
"Crops","Honduras","Yield","Sweet potatoes","1986","hg/ha","34000"
"Crops","Honduras","Yield","Sweet potatoes","1987","hg/ha","34314"
"Crops","Honduras","Yield","Sweet potatoes","1988","hg/ha","33962"
"Crops","Honduras","Yield","Sweet potatoes","1989","hg/ha","34259"
"Crops","Honduras","Yield","Sweet potatoes","1990","hg/ha","64286"
"Crops","Honduras","Yield","Sweet potatoes","1991","hg/ha","65517"
"Crops","Honduras","Yield","Sweet potatoes","1992","hg/ha","64667"
"Crops","Honduras","Yield","Sweet potatoes","1993","hg/ha","64516"
"Crops","Honduras","Yield","Sweet potatoes","1994","hg/ha","64408"
"Crops","Honduras","Yield","Sweet potatoes","1995","hg/ha","64211"
"Crops","Honduras","Yield","Sweet potatoes","1996","hg/ha","64238"
"Crops","Honduras","Yield","Sweet potatoes","1997","hg/ha","64138"
"Crops","Honduras","Yield","Sweet potatoes","1998","hg/ha","64126"
"Crops","Honduras","Yield","Sweet potatoes","1999","hg/ha","63583"
"Crops","Honduras","Yield","Sweet potatoes","2000","hg/ha","63852"
"Crops","Honduras","Yield","Sweet potatoes","2001","hg/ha","63488"
"Crops","Honduras","Yield","Sweet potatoes","2002","hg/ha","62000"
"Crops","Honduras","Yield","Sweet potatoes","2003","hg/ha","64966"
"Crops","Honduras","Yield","Sweet potatoes","2004","hg/ha","63462"
"Crops","Honduras","Yield","Sweet potatoes","2005","hg/ha","64151"
"Crops","Honduras","Yield","Sweet potatoes","2006","hg/ha","64286"
"Crops","Honduras","Yield","Sweet potatoes","2007","hg/ha","64754"
"Crops","Honduras","Yield","Sweet potatoes","2008","hg/ha","64286"
"Crops","Honduras","Yield","Sweet potatoes","2009","hg/ha","64220"
"Crops","Honduras","Yield","Sweet potatoes","2010","hg/ha","63844"
"Crops","Honduras","Yield","Sweet potatoes","2011","hg/ha","64000"
"Crops","Honduras","Yield","Sweet potatoes","2012","hg/ha","62500"
"Crops","Honduras","Yield","Sweet potatoes","2013","hg/ha","62500"
"Crops","Honduras","Yield","Sweet potatoes","2014","hg/ha","59992"
"Crops","Honduras","Yield","Sweet potatoes","2015","hg/ha","60000"
"Crops","Honduras","Yield","Sweet potatoes","2016","hg/ha","60078"
"Crops","Honduras","Yield","Sweet potatoes","2017","hg/ha","60056"
"Crops","Honduras","Yield","Sweet potatoes","2018","hg/ha","59965"
"Crops","Honduras","Yield","Sweet potatoes","2019","hg/ha","59740"
"Crops","Honduras","Yield","Wheat","1961","hg/ha","7824"
"Crops","Honduras","Yield","Wheat","1962","hg/ha","8084"
"Crops","Honduras","Yield","Wheat","1963","hg/ha","8295"
"Crops","Honduras","Yield","Wheat","1964","hg/ha","8034"
"Crops","Honduras","Yield","Wheat","1965","hg/ha","8771"
"Crops","Honduras","Yield","Wheat","1966","hg/ha","8762"
"Crops","Honduras","Yield","Wheat","1967","hg/ha","8742"
"Crops","Honduras","Yield","Wheat","1968","hg/ha","8799"
"Crops","Honduras","Yield","Wheat","1969","hg/ha","8295"
"Crops","Honduras","Yield","Wheat","1970","hg/ha","8295"
"Crops","Honduras","Yield","Wheat","1971","hg/ha","8526"
"Crops","Honduras","Yield","Wheat","1972","hg/ha","8750"
"Crops","Honduras","Yield","Wheat","1973","hg/ha","8750"
"Crops","Honduras","Yield","Wheat","1974","hg/ha","8333"
"Crops","Honduras","Yield","Wheat","1975","hg/ha","8333"
"Crops","Honduras","Yield","Wheat","1976","hg/ha","8333"
"Crops","Honduras","Yield","Wheat","1977","hg/ha","8333"
"Crops","Honduras","Yield","Wheat","1978","hg/ha","10000"
"Crops","Honduras","Yield","Wheat","1979","hg/ha","7778"
"Crops","Honduras","Yield","Wheat","1980","hg/ha","7778"
"Crops","Honduras","Yield","Wheat","1981","hg/ha","6364"
"Crops","Honduras","Yield","Wheat","1982","hg/ha","6364"
"Crops","Honduras","Yield","Wheat","1983","hg/ha","5909"
"Crops","Honduras","Yield","Wheat","1984","hg/ha","5909"
"Crops","Honduras","Yield","Wheat","1985","hg/ha","6000"
"Crops","Honduras","Yield","Wheat","1986","hg/ha","6000"
"Crops","Honduras","Yield","Wheat","1987","hg/ha","5909"
"Crops","Honduras","Yield","Wheat","1988","hg/ha","5667"
"Crops","Honduras","Yield","Wheat","1989","hg/ha","5833"
"Crops","Honduras","Yield","Wheat","1990","hg/ha","5769"
"Crops","Honduras","Yield","Wheat","1991","hg/ha","5818"
"Crops","Honduras","Yield","Wheat","1992","hg/ha","5926"
"Crops","Honduras","Yield","Wheat","1993","hg/ha","5823"
"Crops","Honduras","Yield","Wheat","1994","hg/ha","6071"
"Crops","Honduras","Yield","Wheat","1995","hg/ha","5948"
"Crops","Honduras","Yield","Wheat","1996","hg/ha","6005"
"Crops","Honduras","Yield","Wheat","1997","hg/ha","6667"
"Crops","Honduras","Yield","Wheat","1998","hg/ha","5000"
"Crops","Honduras","Yield","Wheat","1999","hg/ha","4750"
"Crops","Honduras","Yield","Wheat","2000","hg/ha","5255"
"Crops","Honduras","Yield","Wheat","2001","hg/ha","5300"
"Crops","Honduras","Yield","Wheat","2002","hg/ha","5305"
"Crops","Honduras","Yield","Wheat","2003","hg/ha","5000"
"Crops","Honduras","Yield","Wheat","2004","hg/ha","5272"
"Crops","Honduras","Yield","Wheat","2005","hg/ha","5310"
"Crops","Honduras","Yield","Wheat","2006","hg/ha","5350"
"Crops","Honduras","Yield","Wheat","2007","hg/ha","5393"
"Crops","Honduras","Yield","Wheat","2008","hg/ha","5437"
"Crops","Honduras","Yield","Wheat","2009","hg/ha","5750"
"Crops","Honduras","Yield","Wheat","2010","hg/ha","5510"
"Crops","Honduras","Yield","Wheat","2011","hg/ha","5422"
"Crops","Honduras","Yield","Wheat","2012","hg/ha","5489"
"Crops","Honduras","Yield","Wheat","2013","hg/ha","5498"
"Crops","Honduras","Yield","Wheat","2014","hg/ha","5422"
"Crops","Honduras","Yield","Wheat","2015","hg/ha","5408"
"Crops","Honduras","Yield","Wheat","2016","hg/ha","5444"
"Crops","Honduras","Yield","Wheat","2017","hg/ha","5452"
"Crops","Honduras","Yield","Wheat","2018","hg/ha","5455"
"Crops","Honduras","Yield","Wheat","2019","hg/ha","5457"
"Crops","Hungary","Yield","Maize","1961","hg/ha","20263"
"Crops","Hungary","Yield","Maize","1962","hg/ha","25149"
"Crops","Hungary","Yield","Maize","1963","hg/ha","27553"
"Crops","Hungary","Yield","Maize","1964","hg/ha","29030"
"Crops","Hungary","Yield","Maize","1965","hg/ha","29262"
"Crops","Hungary","Yield","Maize","1966","hg/ha","31581"
"Crops","Hungary","Yield","Maize","1967","hg/ha","28480"
"Crops","Hungary","Yield","Maize","1968","hg/ha","29899"
"Crops","Hungary","Yield","Maize","1969","hg/ha","37877"
"Crops","Hungary","Yield","Maize","1970","hg/ha","33762"
"Crops","Hungary","Yield","Maize","1971","hg/ha","35387"
"Crops","Hungary","Yield","Maize","1972","hg/ha","39768"
"Crops","Hungary","Yield","Maize","1973","hg/ha","40462"
"Crops","Hungary","Yield","Maize","1974","hg/ha","42385"
"Crops","Hungary","Yield","Maize","1975","hg/ha","50176"
"Crops","Hungary","Yield","Maize","1976","hg/ha","38062"
"Crops","Hungary","Yield","Maize","1977","hg/ha","46439"
"Crops","Hungary","Yield","Maize","1978","hg/ha","51335"
"Crops","Hungary","Yield","Maize","1979","hg/ha","54115"
"Crops","Hungary","Yield","Maize","1980","hg/ha","53242"
"Crops","Hungary","Yield","Maize","1981","hg/ha","58769"
"Crops","Hungary","Yield","Maize","1982","hg/ha","68743"
"Crops","Hungary","Yield","Maize","1983","hg/ha","56940"
"Crops","Hungary","Yield","Maize","1984","hg/ha","59018"
"Crops","Hungary","Yield","Maize","1985","hg/ha","63027"
"Crops","Hungary","Yield","Maize","1986","hg/ha","63380"
"Crops","Hungary","Yield","Maize","1987","hg/ha","61836"
"Crops","Hungary","Yield","Maize","1988","hg/ha","54641"
"Crops","Hungary","Yield","Maize","1989","hg/ha","63290"
"Crops","Hungary","Yield","Maize","1990","hg/ha","41577"
"Crops","Hungary","Yield","Maize","1991","hg/ha","67100"
"Crops","Hungary","Yield","Maize","1992","hg/ha","36501"
"Crops","Hungary","Yield","Maize","1993","hg/ha","35000"
"Crops","Hungary","Yield","Maize","1994","hg/ha","38500"
"Crops","Hungary","Yield","Maize","1995","hg/ha","45295"
"Crops","Hungary","Yield","Maize","1996","hg/ha","56867"
"Crops","Hungary","Yield","Maize","1997","hg/ha","64480"
"Crops","Hungary","Yield","Maize","1998","hg/ha","60049"
"Crops","Hungary","Yield","Maize","1999","hg/ha","64130"
"Crops","Hungary","Yield","Maize","2000","hg/ha","41790"
"Crops","Hungary","Yield","Maize","2001","hg/ha","62456"
"Crops","Hungary","Yield","Maize","2002","hg/ha","50762"
"Crops","Hungary","Yield","Maize","2003","hg/ha","39591"
"Crops","Hungary","Yield","Maize","2004","hg/ha","70012"
"Crops","Hungary","Yield","Maize","2005","hg/ha","75571"
"Crops","Hungary","Yield","Maize","2006","hg/ha","68165"
"Crops","Hungary","Yield","Maize","2007","hg/ha","37327"
"Crops","Hungary","Yield","Maize","2008","hg/ha","74653"
"Crops","Hungary","Yield","Maize","2009","hg/ha","63945"
"Crops","Hungary","Yield","Maize","2010","hg/ha","64745"
"Crops","Hungary","Yield","Maize","2011","hg/ha","64976"
"Crops","Hungary","Yield","Maize","2012","hg/ha","39979"
"Crops","Hungary","Yield","Maize","2013","hg/ha","54373"
"Crops","Hungary","Yield","Maize","2014","hg/ha","78185"
